# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CLUG_01463	CLUG_01463	CLUT_01463T0	protein_coding	0	2	1	63	0	0	0	0	16	0	0	0	1	0	0	0	0	0	2	47
CLUG_01464	CLUG_01464	CLUT_01464T0	protein_coding	0	0	1	78	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	62
CLUG_01465	CLUG_01465	CLUT_01465T0	protein_coding	0	3	0	82	0	0	0	0	20	0	0	0	0	0	0	0	0	0	3	62
CLUG_01466	CLUG_01466	CLUT_01466T0	protein_coding	1	20	0	68	0	0	0	0	23	0	0	0	0	0	1	0	0	0	20	45
CLUG_01467	CLUG_01467	CLUT_01467T0	protein_coding	0	2	0	86	0	0	0	0	36	0	0	0	0	0	0	0	0	0	2	50
CLUG_01468	CLUG_01468	CLUT_01468T0	protein_coding	2	4	1	95	0	0	0	0	57	2	0	0	1	0	0	0	0	0	4	38
CLUG_01469	CLUG_01469	CLUT_01469T0	protein_coding	4	3	3	92	0	0	0	0	35	4	0	0	3	0	0	0	0	0	3	57
CLUG_01470	CLUG_01470	CLUT_01470T0	protein_coding	1	4	0	107	0	0	0	0	64	0	0	0	0	1	0	0	1	0	4	43
CLUG_01471	CLUG_01471	CLUT_01471T0	protein_coding	1	1	1	101	0	0	0	0	59	1	0	0	1	0	0	0	0	0	1	42
CLUG_01472	CLUG_01472	CLUT_01472T0	protein_coding	0	3	6	75	0	0	0	0	40	0	0	0	6	0	0	0	0	0	3	35
CLUG_01473	CLUG_01473	CLUT_01473T0	protein_coding	0	5	0	61	0	0	0	0	37	0	0	0	0	0	0	0	0	0	5	24
CLUG_01474	CLUG_01474	CLUT_01474T0	protein_coding	0	4	2	64	0	0	0	0	23	0	0	0	2	0	0	0	0	0	4	41
CLUG_01475	CLUG_01475	CLUT_01475T0	protein_coding	0	0	0	73	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	43
CLUG_01476	CLUG_01476	CLUT_01476T0	protein_coding	0	1	2	62	0	0	0	0	26	0	0	0	2	0	0	0	0	0	1	36
CLUG_01477	CLUG_01477	CLUT_01477T0	protein_coding	0	19	4	29	0	0	0	0	24	0	0	0	4	0	0	0	0	0	19	5
CLUG_01478	CLUG_01478	CLUT_01478T0	protein_coding	0	0	0	37	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	7
CLUG_01479	CLUG_01479	CLUT_01479T0	protein_coding	0	0	0	62	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	33
CLUG_01480	CLUG_01480	CLUT_01480T0	protein_coding	0	0	0	46	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	32
CLUG_01481	CLUG_01481	CLUT_01481T0	protein_coding	0	0	0	44	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	11
CLUG_01482	CLUG_01482	CLUT_01482T0	protein_coding	0	0	1	52	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	32
CLUG_01483	CLUG_01483	CLUT_01483T0	protein_coding	0	3	1	48	0	0	0	0	15	0	0	0	1	0	0	0	0	0	3	33
CLUG_01484	CLUG_01484	CLUT_01484T0	protein_coding	0	1	0	28	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	11
CLUG_01485	CLUG_01485	CLUT_01485T0	protein_coding	0	0	0	28	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14
CLUG_01486	CLUG_01486	CLUT_01486T0	protein_coding	0	3	0	23	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	16
CLUG_01487	CLUG_01487	CLUT_01487T0	protein_coding	0	0	0	22	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	6
CLUG_01488	CLUG_01488	CLUT_01488T0	protein_coding	0	0	0	47	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	29
CLUG_01489	CLUG_01489	CLUT_01489T0	protein_coding	0	1	0	41	0	0	0	0	32	0	0	0	0	0	0	0	0	0	1	9
CLUG_01490	CLUG_01490	CLUT_01490T0	protein_coding	0	0	0	43	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	36
CLUG_01491	CLUG_01491	CLUT_01491T0	protein_coding	0	1	0	42	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	34
CLUG_01492	CLUG_01492	CLUT_01492T0	protein_coding	0	5	2	59	0	0	0	0	30	0	0	0	2	0	0	0	0	0	5	29
CLUG_01493	CLUG_01493	CLUT_01493T0	protein_coding	0	0	5	104	0	0	0	0	71	0	0	0	5	0	0	0	0	0	0	33
CLUG_01494	CLUG_01494	CLUT_01494T0	protein_coding	0	23	0	69	0	0	0	0	13	0	0	0	0	0	0	0	0	0	23	56
CLUG_01495	CLUG_01495	CLUT_01495T0	protein_coding	0	10	1	96	0	0	0	0	45	0	0	0	1	0	0	0	0	0	10	51
CLUG_01496	CLUG_01496	CLUT_01496T0	protein_coding	0	2	3	109	0	0	0	0	38	0	0	0	3	0	0	0	0	0	2	71
CLUG_01497	CLUG_01497	CLUT_01497T0	protein_coding	0	5	2	104	0	0	0	0	68	0	0	0	2	0	0	0	0	0	5	36
CLUG_01498	CLUG_01498	CLUT_01498T0	protein_coding	0	5	2	63	0	0	0	0	54	0	0	0	2	0	0	0	0	0	5	9
CLUG_01499	CLUG_01499	CLUT_01499T0	protein_coding	1	5	2	45	0	0	0	0	36	1	0	0	2	0	0	0	0	0	5	9
CLUG_01500	CLUG_01500	CLUT_01500T0	protein_coding	0	0	0	22	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	12
CLUG_01501	CLUG_01501	CLUT_01501T0	protein_coding	0	4	0	36	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4	27
CLUG_01502	CLUG_01502	CLUT_01502T0	protein_coding	0	3	0	28	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3	18
CLUG_01503	CLUG_01503	CLUT_01503T0	protein_coding	0	2	6	24	0	0	1	0	20	0	0	0	5	0	0	0	0	0	2	4
CLUG_01504	CLUG_01504	CLUT_01504T0	protein_coding	1	0	0	29	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	26
CLUG_01505	CLUG_01505	CLUT_01505T0	protein_coding	0	1	0	24	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	20
CLUG_01506	CLUG_01506	CLUT_01506T0	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6
CLUG_01507	CLUG_01507	CLUT_01507T0	protein_coding	0	1	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	8
CLUG_01508	CLUG_01508	CLUT_01508T0	protein_coding	0	3	0	25	0	0	0	0	21	0	0	0	0	0	0	0	0	0	3	4
CLUG_01509	CLUG_01509	CLUT_01509T0	protein_coding	1	14	4	36	0	0	0	0	30	1	0	0	4	0	0	0	0	0	14	6
CLUG_01510	CLUG_01510	CLUT_01510T0	protein_coding	1	3	1	46	0	0	0	0	21	1	0	0	1	0	0	0	0	0	3	25
CLUG_01511	CLUG_01511	CLUT_01511T0	protein_coding	1	4	0	44	0	0	0	0	36	1	0	0	0	0	0	0	0	0	4	8
CLUG_01512	CLUG_01512	CLUT_01512T0	protein_coding	0	0	6	48	0	0	0	0	9	0	0	0	6	0	0	0	0	0	0	39
CLUG_01513	CLUG_01513	CLUT_01513T0	protein_coding	0	1	0	38	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	29
CLUG_01514	CLUG_01514	CLUT_01514T0	protein_coding	0	0	0	19	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	11
CLUG_01515	CLUG_01515	CLUT_01515T0	protein_coding	0	0	0	42	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	8
CLUG_01516	CLUG_01516	CLUT_01516T0	protein_coding	0	1	0	70	0	0	0	0	66	0	0	0	0	0	0	0	0	0	1	4
CLUG_01517	CLUG_01517	CLUT_01517T0	protein_coding	0	3	0	81	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	76
CLUG_01518	CLUG_01518	CLUT_01518T0	protein_coding	0	0	1	106	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	98
CLUG_01519	CLUG_01519	CLUT_01519T0	protein_coding	0	0	0	113	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	104
CLUG_01520	CLUG_01520	CLUT_01520T0	protein_coding	0	18	11	101	0	0	2	0	90	0	0	0	9	0	0	0	0	0	18	11
CLUG_01521	CLUG_01521	CLUT_01521T0	protein_coding	2	27	9	93	0	0	0	1	27	2	0	0	8	0	0	0	0	0	27	66
CLUG_01522	CLUG_01522	CLUT_01522T0	protein_coding	0	10	13	101	0	0	0	0	4	0	0	0	13	0	0	0	0	0	10	97
CLUG_01523	CLUG_01523	CLUT_01523T0	protein_coding	0	1	0	123	0	0	0	0	117	0	0	0	0	0	0	0	0	0	1	6
CLUG_01524	CLUG_01524	CLUT_01524T0	protein_coding	0	2	1	94	0	0	0	0	90	0	0	0	1	0	0	0	0	0	2	4
CLUG_01525	CLUG_01525	CLUT_01525T0	protein_coding	0	0	0	43	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	8
CLUG_01526	CLUG_01526	CLUT_01526T0	protein_coding	0	0	1	16	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	6
CLUG_01527	CLUG_01527	CLUT_01527T0	protein_coding	0	2	2	18	0	0	0	0	4	0	0	0	2	0	0	0	0	0	2	14
CLUG_01528	CLUG_01528	CLUT_01528T0	protein_coding	0	1	0	20	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	13
CLUG_01529	CLUG_01529	CLUT_01529T0	protein_coding	0	0	0	22	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	11
CLUG_01530	CLUG_01530	CLUT_01530T0	protein_coding	0	1	0	25	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	13
CLUG_01531	CLUG_01531	CLUT_01531T0	protein_coding	0	0	0	25	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	10
CLUG_01532	CLUG_01532	CLUT_01532T0	protein_coding	0	1	0	25	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	11
CLUG_01533	CLUG_01533	CLUT_01533T0	protein_coding	0	4	2	19	0	0	0	0	11	0	0	0	2	0	0	0	0	0	4	8
CLUG_01534	CLUG_01534	CLUT_01534T0	protein_coding	0	1	0	29	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1	11
CLUG_01535	CLUG_01535	CLUT_01535T0	protein_coding	0	1	3	45	0	0	0	0	10	0	0	0	3	0	0	0	0	0	1	35
CLUG_01536	CLUG_01536	CLUT_01536T0	protein_coding	0	9	4	37	0	0	0	0	11	0	0	0	4	0	0	0	0	0	9	26
CLUG_01537	CLUG_01537	CLUT_01537T0	protein_coding	0	1	0	42	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	25
CLUG_01538	CLUG_01538	CLUT_01538T0	protein_coding	0	4	5	41	0	0	0	0	14	0	0	0	5	0	0	0	0	0	4	27
CLUG_01539	CLUG_01539	CLUT_01539T0	protein_coding	0	0	0	48	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	34
CLUG_01540	CLUG_01540	CLUT_01540T0	protein_coding	0	3	0	50	0	0	0	0	32	0	0	0	0	0	0	0	0	0	3	18
CLUG_01541	CLUG_01541	CLUT_01541T0	protein_coding	0	0	2	33	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	20
CLUG_01542	CLUG_01542	CLUT_01542T0	protein_coding	0	2	3	34	0	0	1	0	14	0	0	0	2	0	0	0	0	0	2	20
CLUG_01543	CLUG_01543	CLUT_01543T0	protein_coding	0	1	0	38	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	17
CLUG_01544	CLUG_01544	CLUT_01544T0	protein_coding	0	1	0	37	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1	17
CLUG_01545	CLUG_01545	CLUT_01545T0	protein_coding	0	3	1	28	1	0	0	0	11	0	0	0	0	0	0	0	0	0	3	17
CLUG_01546	CLUG_01546	CLUT_01546T0	protein_coding	0	6	1	26	0	0	0	0	6	0	0	0	1	0	0	0	0	0	6	20
CLUG_01547	CLUG_01547	CLUT_01547T0	protein_coding	0	0	2	28	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	8
CLUG_01548	CLUG_01548	CLUT_01548T0	protein_coding	0	1	2	37	0	0	0	0	16	0	0	0	2	0	0	0	0	0	1	21
CLUG_01549	CLUG_01549	CLUT_01549T0	protein_coding	0	1	0	25	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	16
CLUG_01550	CLUG_01550	CLUT_01550T0	protein_coding	0	4	0	18	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	14
CLUG_01551	CLUG_01551	CLUT_01551T0	protein_coding	0	0	0	25	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	9
CLUG_01552	CLUG_01552	CLUT_01552T0	protein_coding	0	5	2	25	0	0	0	0	14	0	0	0	2	0	0	0	0	0	5	11
CLUG_01553	CLUG_01553	CLUT_01553T0	protein_coding	0	2	0	34	0	0	0	0	18	0	0	0	0	0	0	0	0	0	2	16
CLUG_01554	CLUG_01554	CLUT_01554T0	protein_coding	0	1	0	34	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	17
CLUG_01555	CLUG_01555	CLUT_01555T0	protein_coding	0	1	0	32	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	16
CLUG_01556	CLUG_01556	CLUT_01556T0	protein_coding	0	7	2	24	0	0	0	0	15	0	0	0	2	0	0	0	0	0	7	9
CLUG_01557	CLUG_01557	CLUT_01557T0	protein_coding	0	1	0	23	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	17
CLUG_01558	CLUG_01558	CLUT_01558T0	protein_coding	0	1	2	21	0	0	0	0	17	0	0	0	2	0	0	0	0	0	1	4
CLUG_01559	CLUG_01559	CLUT_01559T0	protein_coding	0	1	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	10
CLUG_01560	CLUG_01560	CLUT_01560T0	protein_coding	0	1	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	5
CLUG_01561	CLUG_01561	CLUT_01561T0	protein_coding	0	1	0	14	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	10
CLUG_01562	CLUG_01562	CLUT_01562T0	protein_coding	0	2	0	31	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	28
CLUG_01563	CLUG_01563	CLUT_01563T0	protein_coding	3	0	0	38	0	0	0	0	32	3	0	0	0	0	0	0	0	0	0	6
CLUG_01564	CLUG_01564	CLUT_01564T0	protein_coding	0	4	2	46	0	0	0	0	8	0	0	0	2	0	0	0	0	0	4	38
CLUG_01565	CLUG_01565	CLUT_01565T0	protein_coding	0	1	1	63	0	0	0	0	28	0	0	0	1	0	0	0	0	0	1	35
CLUG_01566	CLUG_01566	CLUT_01566T0	protein_coding	0	0	2	63	0	0	0	0	36	0	0	0	2	0	0	0	0	0	0	27
CLUG_01567	CLUG_01567	CLUT_01567T0	protein_coding	0	4	0	92	0	0	0	0	59	0	0	0	0	0	0	0	0	0	4	33
CLUG_01568	CLUG_01568	CLUT_01568T0	protein_coding	0	6	2	88	0	0	0	0	37	0	0	0	2	0	0	0	0	0	6	51
CLUG_01569	CLUG_01569	CLUT_01569T0	protein_coding	0	4	4	73	1	0	0	0	32	0	0	0	3	0	0	0	0	0	4	41
CLUG_01570	CLUG_01570	CLUT_01570T0	protein_coding	0	1	0	69	0	0	0	0	53	0	0	0	0	0	0	0	0	0	1	16
CLUG_01571	CLUG_01571	CLUT_01571T0	protein_coding	1	15	4	106	0	0	0	0	45	1	0	0	4	0	0	0	0	0	15	61
CLUG_01572	CLUG_01572	CLUT_01572T0	protein_coding	0	4	1	66	0	0	0	0	50	0	0	0	1	0	0	0	0	0	4	16
CLUG_01573	CLUG_01573	CLUT_01573T0	protein_coding	0	2	1	69	0	0	0	0	18	0	0	0	1	0	0	0	0	0	2	51
CLUG_01574	CLUG_01574	CLUT_01574T0	protein_coding	1	4	2	62	0	0	1	0	38	1	0	0	1	0	0	0	0	0	4	24
CLUG_01575	CLUG_01575	CLUT_01575T0	protein_coding	1	2	0	71	0	0	0	0	49	1	0	0	0	0	0	0	0	0	2	22
CLUG_01576	CLUG_01576	CLUT_01576T0	protein_coding	0	10	0	81	0	0	0	0	53	0	0	0	0	0	0	0	0	0	10	28
CLUG_01577	CLUG_01577	CLUT_01577T0	protein_coding	2	2	1	52	0	0	0	0	20	1	0	0	1	0	0	1	0	0	2	32
CLUG_01578	CLUG_01578	CLUT_01578T0	protein_coding	0	0	1	54	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	31
CLUG_01579	CLUG_01579	CLUT_01579T0	protein_coding	0	1	0	59	0	0	0	0	38	0	0	0	0	0	0	0	0	0	1	21
CLUG_01580	CLUG_01580	CLUT_01580T0	protein_coding	0	1	1	62	0	0	0	0	19	0	0	0	1	0	0	0	0	0	1	43
CLUG_01581	CLUG_01581	CLUT_01581T0	protein_coding	0	4	3	58	0	0	0	0	40	0	0	0	3	0	0	0	0	0	4	18
CLUG_01582	CLUG_01582	CLUT_01582T0	protein_coding	0	8	2	67	0	0	0	0	24	0	0	0	2	0	0	0	0	0	8	43
CLUG_01583	CLUG_01583	CLUT_01583T0	protein_coding	0	5	0	63	0	0	0	0	28	0	0	0	0	0	0	0	0	0	5	35
CLUG_01584	CLUG_01584	CLUT_01584T0	protein_coding	0	10	2	62	0	0	0	0	38	0	0	0	2	0	0	0	0	0	10	24
CLUG_01585	CLUG_01585	CLUT_01585T0	protein_coding	0	1	0	65	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	48
CLUG_01586	CLUG_01586	CLUT_01586T0	protein_coding	1	1	2	48	0	0	0	0	32	1	0	0	2	0	0	0	0	0	1	16
CLUG_01587	CLUG_01587	CLUT_01587T0	protein_coding	1	4	1	47	0	0	0	0	24	1	0	0	1	1	0	0	1	0	4	23
CLUG_01588	CLUG_01588	CLUT_01588T0	protein_coding	0	0	0	54	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	31
CLUG_01589	CLUG_01589	CLUT_01589T0	protein_coding	1	1	0	42	0	0	0	0	11	1	0	0	0	0	0	0	0	0	1	31
CLUG_01590	CLUG_01590	CLUT_01590T0	protein_coding	2	0	1	40	0	0	0	0	11	2	0	0	1	0	0	0	0	0	0	29
CLUG_01591	CLUG_01591	CLUT_01591T0	protein_coding	4	0	0	39	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	26
CLUG_01592	CLUG_01592	CLUT_01592T0	protein_coding	0	1	1	58	0	0	0	0	40	0	0	0	1	0	0	0	0	0	1	18
CLUG_01593	CLUG_01593	CLUT_01593T0	protein_coding	0	4	0	69	0	0	0	0	38	0	0	0	0	0	0	0	0	0	4	31
CLUG_01594	CLUG_01594	CLUT_01594T0	protein_coding	1	9	0	87	0	0	0	0	49	1	0	0	0	0	0	0	0	0	9	38
CLUG_01595	CLUG_01595	CLUT_01595T0	protein_coding	0	28	2	60	0	0	0	0	34	0	0	0	2	0	0	0	0	0	28	26
CLUG_01596	CLUG_01596	CLUT_01596T0	protein_coding	0	9	1	73	0	0	0	0	32	0	0	0	1	0	0	0	0	0	9	41
CLUG_01597	CLUG_01597	CLUT_01597T0	protein_coding	0	2	0	85	0	0	0	0	49	0	0	0	0	0	0	0	0	0	2	36
CLUG_01598	CLUG_01598	CLUT_01598T0	protein_coding	0	1	0	87	0	0	0	0	59	0	0	0	0	0	0	0	0	0	1	28
CLUG_01599	CLUG_01599	CLUT_01599T0	protein_coding	0	1	0	68	0	0	0	0	25	0	0	0	0	0	0	0	0	0	1	43
CLUG_01600	CLUG_01600	CLUT_01600T0	protein_coding	0	4	0	54	0	0	0	0	32	0	0	0	0	0	0	0	0	0	4	22
CLUG_01601	CLUG_01601	CLUT_01601T0	protein_coding	0	2	0	41	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	32
CLUG_01602	CLUG_01602	CLUT_01602T0	protein_coding	1	0	1	35	0	0	0	0	8	1	0	0	1	0	0	0	0	0	0	27
CLUG_01603	CLUG_01603	CLUT_01603T0	protein_coding	0	1	1	41	0	0	0	0	13	0	0	0	1	0	0	0	0	0	1	28
CLUG_01604	CLUG_01604	CLUT_01604T0	protein_coding	0	8	1	33	0	0	0	0	25	0	0	0	1	0	0	0	0	0	8	8
CLUG_01605	CLUG_01605	CLUT_01605T0	protein_coding	0	0	0	19	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	6
CLUG_01606	CLUG_01606	CLUT_01606T0	protein_coding	0	2	2	34	0	0	0	0	13	0	0	0	2	0	0	0	0	0	2	21
CLUG_01607	CLUG_01607	CLUT_01607T0	protein_coding	0	8	6	25	0	0	0	0	17	0	0	0	6	0	0	0	0	0	8	8
CLUG_01608	CLUG_01608	CLUT_01608T0	protein_coding	0	3	0	35	0	0	0	0	15	0	0	0	0	0	0	0	0	0	3	20
CLUG_01609	CLUG_01609	CLUT_01609T0	protein_coding	0	0	0	46	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	24
CLUG_01610	CLUG_01610	CLUT_01610T0	protein_coding	0	0	0	46	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	22
CLUG_01611	CLUG_01611	CLUT_01611T0	protein_coding	0	2	1	41	0	0	0	0	21	0	0	0	1	0	0	0	0	0	2	20
CLUG_01612	CLUG_01612	CLUT_01612T0	protein_coding	0	4	0	41	0	0	0	0	16	0	0	0	0	0	0	0	0	0	4	25
CLUG_01613	CLUG_01613	CLUT_01613T0	protein_coding	0	0	4	52	0	0	0	0	29	0	0	0	4	0	0	0	0	0	0	23
CLUG_01614	CLUG_01614	CLUT_01614T0	protein_coding	0	2	0	51	0	0	0	0	30	0	0	0	0	0	0	0	0	0	2	21
CLUG_01615	CLUG_01615	CLUT_01615T0	protein_coding	0	3	1	53	0	0	0	0	21	0	0	0	1	0	0	0	0	0	3	32
CLUG_01616	CLUG_01616	CLUT_01616T0	protein_coding	0	4	0	44	0	0	0	0	24	0	0	0	0	0	0	0	0	0	4	20
CLUG_01617	CLUG_01617	CLUT_01617T0	protein_coding	0	2	0	44	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2	30
CLUG_01618	CLUG_01618	CLUT_01618T0	protein_coding	0	3	1	42	0	0	0	0	10	0	0	0	1	0	0	0	0	0	3	32
CLUG_01619	CLUG_01619	CLUT_01619T0	protein_coding	0	0	1	46	0	0	0	0	30	0	0	2	1	0	0	0	0	0	0	14
CLUG_01620	CLUG_01620	CLUT_01620T0	protein_coding	1	0	1	35	0	0	0	0	21	1	0	0	1	0	0	0	0	0	0	14
CLUG_01621	CLUG_01621	CLUT_01621T0	protein_coding	0	1	0	47	0	0	0	0	35	0	0	0	0	0	0	0	0	0	1	12
CLUG_01622	CLUG_01622	CLUT_01622T0	protein_coding	0	0	0	60	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	11
CLUG_01623	CLUG_01623	CLUT_01623T0	protein_coding	0	11	1	57	0	0	0	0	12	0	0	0	1	0	0	0	0	0	11	45
CLUG_01624	CLUG_01624	CLUT_01624T0	protein_coding	0	10	2	59	0	0	0	0	30	0	0	0	2	0	0	0	0	0	10	29
CLUG_01625	CLUG_01625	CLUT_01625T0	protein_coding	0	14	6	75	0	1	0	0	44	0	0	0	5	0	0	0	0	0	14	31
CLUG_01626	CLUG_01626	CLUT_01626T0	protein_coding	0	3	0	66	0	0	0	0	49	0	0	0	0	0	0	0	0	0	3	17
CLUG_01627	CLUG_01627	CLUT_01627T0	protein_coding	0	3	1	67	0	0	0	0	18	0	0	0	1	0	0	0	0	0	3	49
CLUG_01628	CLUG_01628	CLUT_01628T0	protein_coding	0	9	2	66	0	0	0	0	35	0	0	0	2	0	0	0	0	0	9	31
CLUG_01629	CLUG_01629	CLUT_01629T0	protein_coding	0	0	1	80	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	43
CLUG_01630	CLUG_01630	CLUT_01630T0	protein_coding	0	13	0	79	0	0	0	0	30	0	0	0	0	0	0	0	0	0	13	49
CLUG_01631	CLUG_01631	CLUT_01631T0	protein_coding	0	1	0	80	0	0	0	0	38	0	0	0	0	0	0	0	0	0	1	42
CLUG_01632	CLUG_01632	CLUT_01632T0	protein_coding	1	2	2	72	0	0	0	0	33	1	0	0	2	0	0	0	0	0	2	39
CLUG_01633	CLUG_01633	CLUT_01633T0	protein_coding	1	9	1	68	0	0	0	0	44	1	0	0	1	0	0	0	0	0	9	24
CLUG_01634	CLUG_01634	CLUT_01634T0	protein_coding	0	0	0	55	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	22
CLUG_01635	CLUG_01635	CLUT_01635T0	protein_coding	0	5	4	42	0	0	0	0	13	0	0	0	4	0	0	0	0	0	5	29
CLUG_01636	CLUG_01636	CLUT_01636T0	protein_coding	0	5	1	45	0	0	0	0	6	0	0	0	1	0	0	0	0	0	5	39
CLUG_01637	CLUG_01637	CLUT_01637T0	protein_coding	0	4	1	52	0	0	0	0	12	0	0	0	1	0	0	0	0	0	4	40
CLUG_01638	CLUG_01638	CLUT_01638T0	protein_coding	0	0	0	39	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	17
CLUG_01639	CLUG_01639	CLUT_01639T0	protein_coding	0	0	0	26	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13
CLUG_01640	CLUG_01640	CLUT_01640T0	protein_coding	0	1	4	34	0	0	0	0	11	0	0	0	4	0	0	0	0	0	1	23
CLUG_01641	CLUG_01641	CLUT_01641T0	protein_coding	0	1	0	41	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	25
CLUG_01642	CLUG_01642	CLUT_01642T0	protein_coding	0	1	1	37	0	0	0	0	25	0	0	0	1	0	0	0	0	0	1	12
CLUG_01643	CLUG_01643	CLUT_01643T0	protein_coding	0	3	3	41	0	0	0	0	10	0	0	0	3	0	0	0	0	0	3	31
CLUG_01644	CLUG_01644	CLUT_01644T0	protein_coding	0	1	1	51	0	1	0	0	23	0	0	0	0	0	0	0	0	0	1	28
CLUG_01645	CLUG_01645	CLUT_01645T0	protein_coding	0	5	0	64	0	0	0	0	36	0	0	0	0	0	0	0	0	0	5	28
CLUG_01646	CLUG_01646	CLUT_01646T0	protein_coding	0	6	0	97	0	0	0	0	27	0	0	0	0	0	0	0	0	0	6	70
CLUG_01647	CLUG_01647	CLUT_01647T0	protein_coding	0	20	10	66	0	0	0	0	25	0	0	0	10	0	0	0	0	0	20	41
CLUG_01648	CLUG_01648	CLUT_01648T0	protein_coding	1	7	5	94	0	0	0	0	56	1	0	0	5	0	0	0	0	0	7	38
CLUG_01649	CLUG_01649	CLUT_01649T0	protein_coding	0	3	2	88	0	0	0	0	34	0	0	0	2	0	0	0	0	0	3	54
CLUG_01650	CLUG_01650	CLUT_01650T0	protein_coding	3	15	11	56	0	4	1	0	35	0	0	0	9	0	0	3	0	0	15	21
CLUG_01651	CLUG_01651	CLUT_01651T0	protein_coding	0	4	8	52	0	0	0	0	29	0	0	0	8	0	0	0	0	0	4	23
